id,source,source_date_accessed,source_id,short_title,author,year,genre,gender,translator,title,publication,format,catalogue_numbers,notes,further_editions
151,GARSIDE1800-1829,20100817,1801A069,Geraldwood,Henry WHITFIELD,1801,?,Male,,"GERALDWOOD. BY THE AUTHOR OF VILLEROY, AND SIGISMAR","London:                     Printed for R. Dutton, No. 10, Birchin-Lane, Cornhill. By J. D. Dewick, Aldersgate-Street, 1801","4 vols (I vi, 232p; II 217p; III 218p; IV 234p). 12&deg;",Corvey; CME 3-628-47823-5; ECB 228; EN2 1801: 67; NSTC G678; xOCLC,,
103,GARSIDE1800-1829,20100817,1801A021,Ancient Records,T. J. Horsley CURTIES,1801,?|abbey,Male,,"ANCIENT RECORDS, OR, THE ABBEY OF SAINT OSWYTHE. A ROMANCE. IN FOUR VOLUMES. BY T. J. HORSLEY CURTIES, AUTHOR OF ETHELWINA, OR THE HOUSE OF FITZ-AUBURNE","London:                     Printed at the Minerva-Press, for William Lane, Leadenhall-Street, 1801","4 vols (I viii, 408p, ill.; II 396p; III 350p; IV 319p). 12&deg;",BL 1578/3545; CME 3-628-47383-7; ECB 148; EN2 1801: 19; NSTC C4586; OCLC 6702190,"Dedication 'to Mrs. Watson, Poets' Corner, Westminster', and signed 'No. 1 Bury Street, Bloomsbury Square, Jan. 10, 1801'. Preface, vol. 1, pp. [v]&ndash;viii, states of the author: 'He sent his<i> Ethelwina</i> into the world as an orphan, whose father feared to acknowledge it, and under his Christian appellation of HORSLEY. The public have fostered it; and now, with some degree of pride, he can claim it as his own by his <i>surname</i> of CURTIES' (p. v)","2nd edn 1832 (OCLC); French trans., 1813 [as <i>'L'Abbaye de Saint-Oswithe</i> (CCFR)]"
107,GARSIDE1800-1829,20100817,1801A025,"Welshman, The",William EARLE (jun.),1801,?|romance,Male,,"THE WELSHMAN, A ROMANCE, IN FOUR VOLUMES. BY WILLIAM EARLE, JUN. AUTHOR OF NATURAL FAULTS, A COMEDY; OBI, OR THREE-FINGER'D JACK, &C","London:                     Printed by J. D. Dewick, Aldersgate Street, for Earle and Hemet, 47, Albemarle Street, Piccadilly, 1801","4 vols (I xiv, 271p; II 238p; III 262p; IV 245p). 12&deg;",Corvey; CME 3-628-47508-2; ECB 176; EN2 1801: 23; NSTC E40; OCLC 35625508,"Dedication 'to him, to whom I am indebted for life [&hellip;] To her, whose arms have cradled me'",
147,GARSIDE1800-1829,20100817,1801A065,Martyn of Fenrose,Henry SUMMERSETT,1801,?|romance,Male,,"MARTYN OF FENROSE; OR, THE WIZARD AND THE SWORD. A ROMANCE. BY HENRY SUMMERSETT, AUTHOR OF LEOPOLD WARNDORF, JAQUELINE OF OLZEBURG, &C. &C","London:                     Printed for R. Dutton, No. 10, Birchin-Lane, Cornhill; and sold by Cobbett and Morgan, Crown and Mitre, Pall-Mall; Miller, Bond-Street; and Hurst, Pater-Noster-Row, 1801","3 vols (I iv, 239p; II 252p; III 226p). 12&deg;",Corvey; CME 3-628-48734-X; ECB 569; EN2 1801: 63; NSTC S4367; OCLC 37255122,"Preface dated London, 1800",
106,GARSIDE1800-1829,20100817,1801A024,Old Nick,Edward DUBOIS,1801,?|satire,Male,,"OLD NICK: A SATIRICAL STORY. IN THREE VOLUMES. BY THE AUTHOR OF A PIECE OF FAMILY BIOGRAPHY, &C","London:                     Printed for Murray and Highley, No. 32, Fleet-Street, 1801","3 vols (I xxxii, 198p; II xii, 266p; III xiii, 273p). 12&deg;",Corvey; CME 3-628-48252-6; ECB 172; EN2 1801: 22; NSTC D2013; OCLC 13326181,"Dedication 'to Thomas Hill, Esq.', dated 10 Oct 1800",Dublin 1801 (NSTC); 2nd edn 1803 (NSTC)
95,GARSIDE1800-1829,20100817,1801A013,St Mary's Abbey,ANON,1801,a,Male,,ST. MARY'S ABBEY. A NOVEL. IN TWO VOLUMES. BY AN OFFICER IN THE BRITISH MILITIA,"Chelmsford:                     Printed for the Author, by R. C. Stanes, and Co., 1801","2 vols (I xii, 134p; II 187p). 12&deg;",Corvey; CME 3-628-48491-X; EN2 1801: 11; xNSTC; OCLC 7032309,"List of Subscribers', vol. 1, pp. [vii]&ndash;xii. Collates in sixes. ECB 512 lists Badcock edn, Feb 1802; but not discovered in this form",
97,GARSIDE1800-1829,20100817,1801A015,"Beggar Boy, The",Thomas BELLAMY,1801,potgoth,Male,,"THE BEGGAR BOY: A NOVEL, IN THREE VOLUMES. BY THE LATE MR. THOMAS BELLAMY. TO WHICH ARE PREFIXED, BIOGRAPHICAL PARTICULARS OF THE AUTHOR, BY MRS. VILLA-REAL GOOCH","London:                     Printed for Earle and Hemet, No. 47, Albemarle-Street, Piccadilly, by Hare and Co. King-Street, Covent-Garden, 1801","3 vols (I xlvi, 182p, ill.; II 225p; III 230p). 12&deg;",Corvey; CME 3-628-47189-3; ECB 49; EN2 1801: 15; NSTC B1418; xOCLC,"Frontispiece portrait of 'Mr. Thomas Bellamy', carrying the legend 'Published as the Act directs, December 20th 1800, by Earle & Hemet Albemarle Street'. Preface signed by Elizabeth Sarah Villa-Real Gooch, Nov 1800","Alexandria, VA, 1802 (NSTC)"
140,GARSIDE1800-1829,20100817,1801A058,My Uncle Thomas,Guillaume Charles Antoine PIGAULT-LEBRUN,1801,potgoth|romance,Male,,MY UNCLE THOMAS. A ROMANCE. IN FOUR VOLUMES. FROM THE FRENCH OF PIGAULT LEBRUN,"London:                     Printed at the Minerva-Press, for William Lane, Leadenhall-Street, 1801",4 vols (I 264p; II 240p; III 255p; IV 257p). 12&deg;,CtY-BR Hfd29615M; ECB 335; EN2 1801: 56; xNSTC; xOCLC,"Trans. of <i>Mon oncle Thomas</i> (Paris, 1795). Some pages wanting in vol. 2",Dublin 1801 (OCLC); New York 1810 (OCLC)
172,GARSIDE1800-1829,20100817,1802A016,Atala,"Fran&#231;ois Ren&#233;, Vicomte de CHATEAUBRIAND",1802,?,Male,,ATALA. FROM THE FRENCH OF MR DE CHATEAUBRIANT [sic]. WITH EXPLANATORY NOTES,"London:                     Printed for G. & J. Robinson, Paternoster Row, by W. Meyler, Bath, 1st August, 1802","1 vol.  (ix, 147p, ill.). 8&deg;",BL 12511.c.29; EN2 1802: 18; NSTC C1560; OCLC 42068284,"Trans. of <i>Atala, ou les amours de deux sauvages dans le dﬁ∏sert</i> (Paris, 1801). Engraved t.p. only. 'Preface of the Translator', dated Bath, July 1802. Another edn was published with the same year imprint: 'London: Printed for J. Lee, No. 12, King-Street, Covent-Garden, 1802',  'Price One Shilling' (t.p.). This has the variant title: <i>Atala: or the Amours of Two Indians, in the Wilds of America. Descriptive of the Great Dangers They Encountered when Making their Escape from the Wood of Blood. Their Abode with a Venerable Recluse, Who Lived Thirty Years on a High Mountain. The Tragical Catastrophe of Atala, and Pious Remonstrances of the Holy Hermit, to Chaetas her Lover</i>. A copy of this edn is held in BL RB.23.a.12436; see also OCLC 22711718. ECB 107 lists Ridgway edn, July 1801, 3s 6d; but no such edn has been located. For full details of J. Lee edn, see EN 1802: 18(b)",Numerous later American and British translations. NSTC states that London 1817 edn contains the same trans. as the entry above; the translator of the Boston edn of 1802 was Caleb Bingham
173,GARSIDE1800-1829,20100817,1802A017,Memoirs of Alfred Berkley,John CORRY,1802,?,Male,,"MEMOIRS OF ALFRED BERKLEY; OR, THE DANGER OF DISSIPATION. BY JOHN CORRY, AUTHOR OF ""A SATIRICAL VIEW OF LONDON,"" ""THE DETECTOR OF QUACKERY,"" &C","London:                     Printed for R. Dutton, 45, Gracechurch-Street; Crosby and Co. Stationers'-Court; J. F. Hughes, Wigmore-Street; J. Henderson, Tavistock-Street; and C. Chapple, Pall-Mall, 1802","1 vol.  (x, 228p). 12&deg;",Corvey; CME 3-628-47367-5; ECB 137; EN2 1802: 19; xNSTC; xOCLC,Dedication to 'The Ladies of The United Kingdom',
177,GARSIDE1800-1829,20100817,1802A021,Victor,Fran&#231;ois Guillaume DUCRAY-DUMINIL,1802,?,Male,,"VICTOR; OR, THE CHILD OF THE FOREST. IN FOUR VOLUMES. FROM THE FRENCH OF M. DUCRAY-DUMENIL","London:                     Printed at the Minerva-Press, for Lane and Newman, Leadenhall-Street, 1802",4 vols. 12&deg;,No copy located; EN2 1802: 23; xNSTC; xOCLC,"Trans. of <i>Victor, ou l'enfant de la forﬁØt</i> (Paris, 1797). Title and imprint details from Blakey, whose entry is based on Stonehill copy",
178,GARSIDE1800-1829,20100817,1802A022,Welsh Legends,William EARLE (jun.),1802,?,Male,,WELSH LEGENDS: A COLLECTION OF POPULAR ORAL TALES,"London:                     Printed by J. D. Dewick, Aldersgate-Street, for J. Badcock, Paternoster-Row, 1802","1 vol.  (vi, 280p, ill.). 12&deg;",Corvey; CME 3-628-51169-0; ECB 176; EN2 1802: 14; NSTC W1193; OCLC 6460800,"Frontispiece carries the legend: 'Publish'd as the Act directs Nov. 1 1801 by Earle and Hemet, Albemarle Street Piccadilly.' 5 legends included, the 2nd of which is in verse. ECB dates 1801, and gives Earle as publisher. It also attributes the authorship to William Earle (jun.), who himself claims authorship in letters of 6 May 1829 and 23 Aug 1830 to the Royal Literary Fund (RLF 20: 654). BLPC treats as anonymous. For further details concerning present attribution, see <a href=""../guide/update1.html"">EN2 Update 1</a>. Collates in sixes",
189,GARSIDE1800-1829,20100817,1802A033,"Odd Enough, to Be Sure!",August Heinrich Julius LAFONTAINE,1802,?,Male,John HEMET,"ODD ENOUGH, TO BE SURE! OR, EMILIUS IN THE WORLD. A NOVEL. IN TWO VOLUMES. FROM THE GERMAN OF AUGUSTUS LA FONTAINE","London:                     Printed at the Minerva-Press, for Lane and Newman, Leadenhall-Street, 1802","2 vols (I x, 295p; II 268p). 12&deg;",Corvey; CME 3-628-47470-1; ECB 326; EN2 1802: 34; NSTC L161; xOCLC,"Trans. of <i>Der Sonderling; ein Gem&auml;lde des menschlichen Herzens</i> (Vienna and Prague, 1799)",
190,GARSIDE1800-1829,20100817,1802A034,"Reprobate, The",August Heinrich Julius LAFONTAINE,1802,?,Male,Mary CHARLTON,"THE REPROBATE. A NOVEL. IN TWO VOLUMES. TRANSLATED BY THE AUTHOR OF THE WIFE AND THE MISTRESS, &C. THE ORIGINAL BY AUGUSTUS LA FONTAINE","London:                     Printed at the Minerva-Press, for Lane and Newman, Leadenhall-Street, 1802",2 vols (I 334p; II 300p). 12&deg;,BL 1152.h.6; ECB 326; EN2 1802: 35; NSTC L159; OCLC 6871958,"Trans. of <i>Tableaux de famille, ou journal de Charles Engelman</i> (Paris, 1801); original German title, <i>Karl Engelmanns Tagebuch</i> (Berlin, 1800)",
192,GARSIDE1800-1829,20100817,1802A036,"Strolling Player, The",Charles LUCAS,1802,?,Male,,"THE STROLLING PLAYER; OR, LIFE AND ADVENTURES OF WILLIAM TEMPLETON. IN THREE VOLUMES","London:                     Printed by B. M'Millan, Bow-Street, Covent-Garden; sold by H. D. Symonds, Paternoster-Row, 1802",3 vols (I 293p; II 262p; III 294p). 12&deg;,Corvey; CME 3-628-48680-7; ECB 566; EN2 1802: 13; NSTC T476; OCLC 5280097,"BLPC and OCLC both list under Templeton, William, but text indicates that this name is part of the fiction. For present tentative author attribution, see <a href=""../guide/update1.html"">EN2 Update 1</a>",
208,GARSIDE1800-1829,20100817,1802A052,Julietta,William PARNELL,1802,?,Male,,"JULIETTA, OR THE TRIUMPH OF MENTAL ACQUIREMENTS OVER PERSONAL DEFECTS","London:                     Printed for J. Johnson, St. Paul's Church-Yard, 1802",1 vol.  (206p). 8&deg;,Corvey; CME 3-628-48014-0; ECB 315; EN2 1802: 52; NSTC J1212; OCLC 13364792,,
215,GARSIDE1800-1829,20100817,1802A059,"Algerine Captive, The",Royall TYLER,1802,?,Male,,"THE ALGERINE CAPTIVE; OR, THE LIFE AND ADVENTURES OF DOCTOR UPDIKE UNDERHILL, SIX YEARS A PRISONER AMONG THE ALGERINES","London:                     Printed for G. and J. Robinson, Paternoster-Row, by S. Hamilton, Falcon-Court, Fleet-Street, 1802","2 vols (I xxiv, 190p; II xi, 228p). 12&deg;",Corvey; CME 3-628-47038-2; ECB 12; EN2 1802: 59; xNSTC; xOCLC,"Dedication to 'His Excellency David Humphreys, Esq. Minister of the United States at the Court of Lisbon, &c.', signed Updike Underhill, 20 June 1797. Originally published Walpole, NH, 1797 (OCLC)",
180,GARSIDE1800-1829,20100817,1802A024,Frederic,Joseph FI&#201;V&#201;E,1802,?|fr,Male,,"FREDERIC; TRANSLATED FROM THE FRENCH OF M. FI&#201;V&#201;E, AUTHOR OF SUZETTE'S DOWRY, &C","London:                     Wynne and Scholey, 1802",3 vols,No copy located; EN2 1802: 25; xNSTC; xOCLC,"Publisher given as above in CR notice of Nov 1802. Bent03, however, lists Wallis as publisher; and Wallis is also given as publisher of the same work in translation in MR for June 1806. MR in the App. to vol. 34 (Jan&ndash;Apr 1801) had earlier given a full review of an edn published in London by De Boffe, apparently in French (though an extract is quoted in English). For texts of the reviews mentioned here, see Contemporary Reviews (click on link below)",
185,GARSIDE1800-1829,20100817,1802A029,"Lady of the Cave, The",H. H. HASWORTH,1802,?|histrom,Male,,"THE LADY OF THE CAVE, OR MYSTERIES OF THE FOURTEENTH CENTURY. AN HISTORICAL ROMANCE. IN THREE VOLUMES. BY H. H. HASWDH [sic]","London:                     Printed at the Minerva-Press, for Lane and Newman, Leadenhall-Street, 1802",3 vols (I 230p; II 287p; III 272p). 12&deg;,Corvey; CME 3-628-47856-1; ECB 258; EN2 1802: 30; xNSTC; OCLC 19800623,"ECB, Allibone, and Blakey all give author's name as Hasworth",
202,GARSIDE1800-1829,20100817,1802A046,Theodosius de Zulvin,George MOORE,1802,?|monk,Male,,"THEODOSIUS DE ZULVIN, THE MONK OF MADRID: A SPANISH TALE, DELINEATING VARIOUS TRAITS OF THE HUMAN MIND. BY GEORGE MOORE, AUTHOR OF GRASVILLE ABBEY. IN FOUR VOLUMES","London:                     Printed for G. and J. Robinson, Paternoster-Row; by S. Hamilton, Falcon-Court, Fleet-Street, 1802","4 vols (I xii, 288p; II 279p; III 268p; IV 276p). 12&deg;",Corvey; CME 3-628-48279-8; ECB 394; EN2 1802: 46; xNSTC; OCLC 6936368,"Dedication 'to the Inhabitants of the Isle of Wight', dated Tottenham Court Road, 4 June 1802. Preface contains information about the author having lived on the Isle of Wight from 1798 to Autumn 1799 and then returning to London.  For records of an impression of 1000, and payments to the author, see G. E. Bentley, jun., 'Copyright Documents in the George Robinson Archive: William Godwin and Others, 1713&ndash;1820', <i>Studies in Bibliography</i> 35 (1982), 93 and 106",
212,GARSIDE1800-1829,20100817,1802A056,Monckton,James SANDS,1802,?|novel,Male,,"MONCKTON; OR, THE FATE OF ELEANOR. A NOVEL. IN THREE VOLUMES. TO WHICH IS PREFIXED, A GENERAL DEFENCE OF MODERN NOVELS. BY THE AUTHOR OF COUNT DI NOVINI","London:                     Printed for G. and J. Robinson, Pater-Noster-Row. By J. Crowder and E. Hemsted, Warwick-Square, 1802","3 vols (I xxi, 263p; II 240p; III 246p). 12&deg;",Corvey; CME 3-628-48221-6; EN2 1802: 56; NSTC S417; OCLC 3286739,"Dedication (in verse) to Sir M. W. Ridley, Bart. M.P. 'A General Defence of Modern Novels', vol. 1, pp [i]&ndash;xxi",
200,GARSIDE1800-1829,20100817,1802A044,"White Knight, The",Theodore MELVILLE,1802,?|potgoth|romance,Male,,"THE WHITE KNIGHT, OR THE MONASTERY OF MORNE. A ROMANCE. IN THREE VOLUMES. BY THEODORE MELVILLE, ESQ","London:                     Printed, at the Oriental Press, by Wilson & Co. for Crosby and Letterman, Stationers Court, Ludgate-Street, 1802","3 vols (I iv, 223p; II 182p; III 262p). 12&deg;",Corvey; CME 3-628-48057-4; ECB 379; EN2 1802: 44; xNSTC; OCLC 52810973,,
169,GARSIDE1800-1829,20100817,1802A013,"Bride's Embrace on the Grave, The",Ignaz Ferdinand ARNOLD,1802,?|probgoth,Male,Maria GEISWEILER,"THE BRIDE'S EMBRACE ON THE GRAVE: OR, THE MIDNIGHT WEDDING IN THE CHURCH OF MARIENGARTEN. IN TWO VOLUMES. TAKEN FROM THE GERMAN, BY MARIA GEISWEILER","London:                     Printed by G. Sidney, Black-Horse-Court, Fleet Street; for Constantine Geisweiler, No. 42, Parliament Street, Westminster; and sold by all Booksellers in Town and Country, 1802","2 vols (I xii, 180p; II 242p). 12&deg;",BL C.192.a.201; ECB 224; EN2 1802: 15; xNSTC; xOCLC,"Trans. of <i>Der BrautkuﬁÎ auf dem Grabe, oder die Trauung um Mitternacht in der Kirche zu Mariengarten</i> (Rudolstadt/Arnstadt, 1801). Notice, dated 20 Mar 1802, in which the author/translator apologizes 'for the inaccuracies which may be found in the first volume of this work; also for the delay in publication; owing to some very unpleasant occurrences at the printing-office where it was first began, and from which it was necessary to remove it to another for its completion'. List of Subscribers, vol. 1, pp. [v]&ndash;xii. Variant imprint on t.p. of vol. 2 reads: 'London: Printed by Evans & Ruffy, 27, Leadenhall Street; [etc.]'",
176,GARSIDE1800-1829,20100817,1802A020,"Scottish Legend, The",T. J. Horsley CURTIES,1802,?|romance,Male,,"THE SCOTTISH LEGEND, OR THE ISLE OF SAINT CLOTHAIR. A ROMANCE. IN FOUR VOLUMES. BY T. J. HORSLEY CURTIES, AUTHOR OF ETHELWINA AND ANCIENT RECORDS","London:                     Printed at the Minerva-Press, for William Lane, Leadenhall-Street, 1802","4 vols (I iii, 344p, ill.; II 331p; III 331p; IV 324p). 12&deg;",Corvey; CME 3-628-47464-7; ECB 148; EN2 1802: 22; NSTC C4590; xOCLC,"Dedication 'to Mrs. Morton, Twickenham', signed No. 28, Hart-Street, Bloomsbury-Square",
193,GARSIDE1800-1829,20100817,1802A037,"Isabel, or the Orphan of Valdarno",Mr LYTTLETON,1802,?|romance,Male,,"ISABEL, OR THE ORPHAN OF VALDARNO. A FLORENTINE ROMANCE. FOUNDED DURING THE CIVIL WARS IN ITALY. IN THREE VOLUMES. BY A STUDENT OF TRINITY COLLEGE, CAMBRIDGE","London:                     Printed at the Minerva-Press, for Lane and Newman, Leadenhall-Street, 1802","3 vols (I 286p, ill.; II 325p; III 392p). 12&deg;",Corvey; CME 3-628-47870-7; EN2 1802: 37; xNSTC; OCLC 46836517,,
194,GARSIDE1800-1829,20100817,1802A038,"Lottery of Life, The",Mr LYTTLETON,1802,?|romance,Male,,"THE LOTTERY OF LIFE, OR THE ROMANCE OF A SUMMER. IN THREE VOLUMES. BY MR. LYTTLETON, THE AUTHOR OF ISABEL","London:                     Printed at the Minerva-Press, for Lane and Newman, Leadenhall-Street, 1802",3 vols (I 270p; II 276p; III 243p). 12&deg;,Corvey; CME 3-628-48074-4; ECB 357; EN2 1802: 38; xNSTC; OCLC 6897066,,
158,GARSIDE1800-1829,20100817,1802A002,"Castle of Probation, The",ANON,1802,a,Male,,"THE CASTLE OF PROBATION, OR, PRECEPTIVE ROMANCES; CHIEFLY TAKEN FROM LIFE. BY A CLERGYMAN. IN TWO VOLUMES","London:                     Printed for H. D. Symonds, Paternoster Row; by Bye and Law, St. John's-Square, Clerkenwell, 1802",2 vols (I 240p; II 240p). 12&deg;,Corvey; CME 3-628-47219-9; EN2 1802: 2; NSTC C2432; xOCLC,,
168,GARSIDE1800-1829,20100817,1802A012,Scenes in Wales,ANON,1802,a,Male,,"SCENES IN WALES; OR, THE MAID OF LLANGOLF. BY A CLERGYMAN","London:                     Printed by J. Wright, Denmark Court, for R. H. Westley, 159 Strand, and E. Hennah, St. Austell, Cornwall, 1802","1 vol.  (viii, 219p). 12&deg;",Corvey; CME 3-628-48532-0; ECB 516; EN2 1802: 12; xNSTC; xOCLC,Collates in sixes,
170,GARSIDE1800-1829,20100817,1802A014,Le Forester,Sir Samuel Egerton BRYDGES,1802,potgoth,Male,,"LE FORESTER, A NOVEL. BY THE AUTHOR OF ARTHUR FITZ-ALBINI. IN THREE VOLUMES","London:                     Printed for J. White, Fleet Street, by T. Bensley, Bolt Court, 1802","3 vols (I vii, 294p; II 250p; III 226p). 12&deg;",Corvey; CME 3-628-47799-9; ECB 336; EN2 1802: 16; NSTC L1048; OCLC 11651616,"The Author To His Book' (in verse), dated 6 Sept 1802",
191,GARSIDE1800-1829,20100817,1802A035,Astonishment!!!,Francis LATHOM,1802,potgoth,Male,,"ASTONISHMENT!!! A ROMANCE OF A CENTURY AGO, IN TWO VOLUMES, BY FRANCIS LATHOM, AUTHOR OF ""MEN AND MANNERS&#8212;MYSTERY&#8212;MIDNIGHT BELL&#8212;CASTLE OF OLLADA&#8212;DASH OF THE DAY&#8212;ORLANDO AND SERAPHINA, OR THE FUNERAL PILE&#8212;HOLIDAY TIME, OR THE SCHOOL-BOY'S FROLIC&#8212;CURIOSITY, &C. &C","London:                     Printed for T. N. Longman and O. Rees, Paternoster-Row, 1802","2 vols (I iv, 318p; II 309p). 12&deg;",Corvey; CME 3-628-47953-3; ECB 330; EN2 1802: 36; NSTC L539; OCLC 6893140,"Note (unn.) stating that 'For the Poetry interspersed in these Volumes, the Author is indebted to a Female Friend'; followed by 'A Few Words to Begin With' (vol. 1, pp. [iii]&ndash;iv). Vignette design of 'Payne, Printer, Norwich' at end of both vols",Newman edn 1821 (OCLC)
232,GARSIDE1800-1829,20100817,1803A015,"Remorseless Assassin, The",James BARTON,1803,?,Male,,"THE REMORSELESS ASSASSIN; OR THE DANGERS OF ENTHUSIASM. BY JAMES BARTON, L.M. TRANSLATOR OF MARGARET OF STRAFFORD, THE DEPRAVED HUSBAND AND PHILOSOPHIC WIFE, &C. &C. IN TWO VOLUMES","London:                     Printed by R. Exton, Great Portland-Street; for J. F. Hughes, Wigmore-Street, Cavendish-Square, 1803",2 vols (I 202p; II 224p). 12&deg;,Corvey; CME 3-628-47110-9; ECB 43; EN2 1803: 15; NSTC B840; xOCLC,Collates in sixes,
238,GARSIDE1800-1829,20100817,1803A021,Nature,John Scott BYERLEY,1803,?,Male,,"NATURE; OR, A PICTURE OF THE PASSIONS. TO WHICH IS PREFIXED, AN ESSAY ON NOVEL WRITING. BY J. BYERLEY. IN FOUR VOLUMES","London:                     Printed for S. Highley, (Successor to the late Mr. John Murray) No. 24, Fleet-Street; E. Williams, No. 11, Strand; and James Asperne, Cornhill, 1803/04","4 vols (I (1804) xvi, 32, 142p; II (1803) 225p; III (1804) 204p; IV (1804) 228p). 12&deg;",BL 1578/5116; EN2 1803: 21; NSTC B60205; xOCLC,"Dedication to George Brewer, Esq., dated London, 1 July 1803. 'An Essay on Novel Writing' occupies vol. 1, pp. [3]&ndash;32 (first sequence), and is dated 16 Oct 1803. Printer's mark verso of t.p. in vol. 1 'T. Burton, Printer, Little Queen-Street'; in vols 2, 3, and 4 'Printed by W. Glendinning, No. 25, Hatton-Garden'. Nevertheless colophon in vol. 2 reads 'Printed by B. M'Millan Bow-Street, Covent-Garden'; colophons in vols 3 and 4 are those of W. Glendinning","1804 (Corvey), CME 3-628-47152-4"
